fg_id,fg_name,role,fg_last,fg_first,bbm_id,bbm_last,bbm_first,yh_id,yh_last,yh_first,yh_team,yh_pos,howe_id,cbs_id,bam_id
1,Alfredo Amezaga,bat,Amezaga,Alfredo,,,,,,,,,,,407792
5,Scott Patterson,pit,Patterson,Scott,,,,,,,,,,,456499
18,Neftali Feliz,pit,Feliz,Neftali,5825,Feliz,Neftali,8405,Feliz,Neftali,TEX,RP,FELIZ19880502A,1623768,491703
19,Adam Kennedy,bat,Kennedy,Adam,2565,Kennedy,Adam,,,,,,,,150456
25,Jose Molina,bat,Molina,Jose,3353,Molina,Jose,6330,Molina,Jose,TB,C,,,150040
27,Ramon Ortiz,pit,Ortiz,Ramon,3674,Ramon,Ortiz,6317,Ortiz,Ramon,,RP,,,150009
36,Xavier Cedeno,pit,Cedeno,Xavier,7546,Cedeno,Xavier,9080,Cedeno,Xavier,HOU,RP,CEDENO19860826A,1896137,458584
45,Rod Barajas,bat,Barajas,Rod,234,Barajas,Rod,6368,Barajas,Rod,ARI,C,,,150148
46,Miguel Batista,pit,Batista,Miguel,,,,,,,,,,,110683
49,Kyle Blanks,bat,Blanks,Kyle,5809,Blanks,Kyle,8413,Blanks,Kyle,SD,1B,BLANKS19860911A,1543508,452035
50,Alex Cintron,bat,Cintron,Alex,,,,,,,,,,,400090
81,Henry Blanco,bat,Blanco,Henry,431,Blanco,Henry,5862,Blanco,Henry,TOR,C,,,111072
88,Rafael Furcal,bat,Furcal,Rafael,1654,Furcal,Rafael,6404,Furcal,Rafael,STL,2B/SS,FURCAL19771024A,174989,279577
96,Andruw Jones,bat,Jones,Andruw,,,,5681,Jones,Andruw,,OF,,7764,116662
97,Chipper Jones,bat,Jones,Chipper,,,,,,,,,,,
98,Ryan Langerhans,bat,Langerhans,Ryan,2718,Langerhans,Ryan,6920,Langerhans,Ryan,,OF,,284619,407798
99,Zach Phillips,pit,Phillips,Zach,6004,Phillips,Zachary,9036,Phillips,Zach,,RP,PHILLIPS19860921A,1666693,452061
105,Jason Marquis,pit,Marquis,Jason,3037,Marquis,Jason,6493,Marquis,Jason,SD,SP,MARQUIS19780821A,127096,150302
106,Kevin Millwood,pit,Millwood,Kevin,3302,Millwood,Kevin,5848,Millwood,Kevin,SEA,SP,,,119154
109,Darren Ford,bat,Ford,Darren,,,,,,,,,FORD19851001A,,452096
110,Horacio Ramirez,pit,Ramirez,Horacio,,,,,,,,,,,400141
113,Steven Lerud,bat,Lerud,Steven,5619,Lerud,Steven,9277,Lerud,Steve,,C,LERUD19841013A,594099,452722
120,Dan Wheeler,pit,Wheeler,Dan,,,,6331,Wheeler,Dan,,RP,,151342,235095
126,Erik Bedard,pit,Bedard,Erik,316,Bedard,Erik,6910,Bedard,Erik,,SP/RP,BEDARD19790306A,288939,407853
141,Jay Gibbons,bat,Gibbons,Jay,,,,,,,,,,,400158
142,Geronimo Gil,bat,Gil,Geronimo,,,,,,,,,,,282594
144,Jerry Hairston,bat,Hairston,Jerry,1971,Hairston,Jerry,6127,Hairston Jr.,Jerry,LAD,3B/OF,,,150020
150,Rodrigo Lopez,pit,Lopez,Rodrigo,,,,6460,Lopez,Rodrigo,,RP,,21618,150438
152,Luis Matos,bat,Matos,Luis,,,,,,,,,,,275928
166,Brian Roberts,bat,Roberts,Brian,4207,Roberts,Brian,6741,Roberts,Brian,BAL,2B,,223690,406878
173,Scott Cousins,bat,Cousins,Scott,5928,Cousins,Scott,8632,Cousins,Scott,LAA,OF,,,502161
177,Rafael Betancourt,pit,Betancourt,Rafael,396,Betancourt,Rafael,6146,Betancourt,Rafael,COL,RP,BETANCOUR19750429A,223412,429783
185,Johnny Damon,bat,Damon,Johnny,,,,,,,,,,,113028
188,Casey Fossum,pit,Fossum,Casey,,,,,,,,,,,407154
193,Carlos Triunfel,bat,Triunfel,Carlos,7234,Triunfel,Carlos,9303,Triunfel,Carlos,SEA,SS/2B,TRIUNFEL19900207A,1207709,508892
198,Danny Worth,bat,Worth,Danny,6119,Worth,Danny,8732,Worth,Danny,DET,2B,WORTH19850930A,1512025,519445
199,Derek Lowe,pit,Lowe,Derek,2914,Lowe,Derek,5801,Lowe,Derek,TEX,SP/RP,,,117955
206,Darren Oliver,pit,Oliver,Darren,3636,Oliver,Darren,5127,Oliver,Darren,TOR,RP,,,119984
209,Antoan Richardson,bat,Richardson,Antoan,,,,9056,Richardson,Antoan,,OF,RICHARDSO19831008A,1812706,460322
210,Manny Ramirez,bat,Ramirez,Manny,,,,,,,,,,,120903
211,Will Venable,bat,Venable,Will,5115,Venable,Will,8340,Venable,Will,SD,OF,VENABLE19821029A,1205586,461416
219,Tim Wakefield,pit,Wakefield,Tim,,,,,,,,,,,
225,Mark Buehrle,pit,Buehrle,Mark,652,Buehrle,Mark,6525,Buehrle,Mark,TOR,SP,BUEHRLE19790323A,174775,279824
232,Jon Garland,pit,Garland,Jon,1722,Garland,Jon,6396,Garland,Jon,,SP,,,279782
234,Gary Glover,pit,Glover,Gary,,,,,,,,,,,150474
236,Willie Harris,bat,Harris,Willie,,,,6798,Harris,Willie,,2B,,182246,407483
242,Paul Konerko,bat,Konerko,Paul,2644,Konerko,Paul,5908,Konerko,Paul,CWS,1B,,,117244
243,Carlos Lee,bat,Lee,Carlos,,,,,,,,,,,150324
254,Aaron Rowand,bat,Rowand,Aaron,,,,,,,,,,,400023
263,Daniel McCutchen,pit,McCutchen,Daniel,,,,8548,McCutchen,Daniel,,RP,MCCUTCHEN19820926A,1493885,445216
273,Juan Cruz,pit,Cruz,Juan,,,,6783,Cruz,Juan,,RP,,,407297
278,Kyle Farnsworth,pit,Farnsworth,Kyle,1500,Farnsworth,Kyle,6210,Farnsworth,Kyle,TB,RP,,21546,150035
296,Will Ohman,pit,Ohman,Will,,,,6612,Ohman,Will,,RP,,205104,349193
300,Corey Patterson,bat,Patterson,Corey,,,,,,,,,,,279913
301,Mark Prior,pit,Prior,Mark,,,,,,,,,,,407578
304,Kerry Wood,pit,Wood,Kerry,,,,,,,,,,,
305,Carlos Zambrano,pit,Zambrano,Carlos,5478,Zambrano,Carlos,6559,Zambrano,Carlos,MIA,SP,,223692,407296
312,Ben Broussard,bat,Broussard,Ben,,,,,,,,,,,407777
319,Adam Dunn,bat,Dunn,Adam,1362,Dunn,Adam,6763,Dunn,Adam,CWS,1B/OF,,,276055
322,Seth Etherton,pit,Etherton,Seth,,,,,,,,,,,150003
332,Austin Kearns,bat,Kearns,Austin,2548,Kearns,Austin,6851,Kearns,Austin,MIA,OF,,181966,400290
334,Kanekoa Texeira,pit,Texeira,Kanekoa,,,,,,,,,TEXEIRA19860206A,,444427
338,Blake Beavan,pit,Beavan,Blake,6541,Beavan,Blake,8981,Beavan,Blake,SEA,SP/RP,BEAVAN19890117A,1755140,518444
340,Ruben Mateo,bat,Mateo,Ruben,,,,,,,,,,,150288
341,Leyson Septimo,pit,Septimo,Leyson,5507,Septimo,Leyson,9225,Septimo,Leyson,CWS,RP,,,465015
342,Corky Miller,bat,Miller,Corky,3290,Miller,Corky,6799,Miller,Corky,,C,,174722,280061
354,Jose Silva,pit,Silva,Jose,,,,,,,,,,,122231
370,Russell Branyan,bat,Branyan,Russell,,,,,,,,,,,137140
373,Jolbert Cabrera,bat,Cabrera,Jolbert,,,,,,,,,,,132660
375,Bartolo Colon,pit,Colon,Bartolo,983,Colon,Bartolo,5763,Colon,Bartolo,OAK,SP,COLON19730524A,7525,112526
383,Alex Escobar,bat,Escobar,Alex,,,,,,,,,,,276510
393,Victor Martinez,bat,Martinez,Victor,3080,Martinez,Victor,6853,Martinez,Victor,DET,1B,MARTINEZ19781223A,367942,400121
395,John McDonald,bat,McDonald,John,3171,McDonald,John,6269,McDonald,John,PIT,3B/SS,,21632,150348
401,Ricardo Rincon,pit,Rincon,Ricardo,,,,,,,,,,,121215
403,Nerio Rodriguez,pit,Rodriguez,Nerio,,,,,,,,,,,121361
404,CC Sabathia,pit,Sabathia,CC,4363,Sabathia,C.C.,6603,Sabathia,CC,NYY,SP,SABATHIA19800721A,174974,282332
409,Jim Thome,bat,Thome,Jim,4939,Thome,Jim,4762,Thome,Jim,BAL,Util,,,123272
411,Omar Vizquel,bat,Vizquel,Omar,5144,Vizquel,Omar,4306,Vizquel,Omar,TOR,2B/3B/SS,,,
412,Jake Westbrook,pit,Westbrook,Jake,5270,Westbrook,Jake,6500,Westbrook,Jake,STL,SP,,,150414
426,Scott Elarton,pit,Elarton,Scott,,,,,,,,,,,134003
429,Brian Fuentes,pit,Fuentes,Brian,,,,,,,,,,,150118
432,Todd Helton,bat,Helton,Todd,2103,Helton,Todd,5870,Helton,Todd,COL,1B,,,115732
442,Jose Ortiz,bat,Ortiz,Jose,,,,,,,,,,,276515
443,Juan Pierre,bat,Pierre,Juan,3912,Pierre,Juan,6550,Pierre,Juan,MIA,OF,,,334393
444,Dennys Reyes,pit,Reyes,Dennys,,,,,,,,,,,121096
447,Melky Mesa,bat,Mesa,Melky,6374,Mesa,Melky,9308,Mesa,Melky,NYY,OF,MESA19870131A,1670557,444859
454,Juan Uribe,bat,Uribe,Juan,5054,Uribe,Juan,6698,Uribe,Juan,LAD,2B/3B,URIBE19790722A,212040,346874
458,Juan Acevedo,pit,Acevedo,Juan,,,,,,,,,,,110032
470,Brandon Inge,bat,Inge,Brandon,2350,Inge,Brandon,6681,Inge,Brandon,PIT,3B,,128898,276346
476,Jose Macias,pit,Macias,Jose,,,,,,,,,,,150197
493,Mike Rivera,bat,Rivera,Mike,,,,,,,,,,,407576
494,Fernando Rodney,pit,Rodney,Fernando,4233,Rodney,Fernando,6922,Rodney,Fernando,TB,RP,RODNEY19770318A,284634,407845
495,Oscar Salazar,bat,Salazar,Oscar,,,,,,,,,,,400073
509,Tyson Brummett,pit,Brummett,Tyson,,,,9312,Brumett,Tyson,,RP,,1809322,445204
510,Josh Beckett,pit,Beckett,Josh,312,Beckett,Josh,6403,Beckett,Josh,LAD,SP,,174887,277417
512,A.J. Burnett,pit,Burnett,A.J.,679,Burnett,A.J.,6314,Burnett,A.J.,PIT,SP,BURNETT19770103A,21508,150359
514,Ramon Castro,bat,Castro,Ramon,,,,,,,,,,,135783
517,Ryan Dempster,pit,Dempster,Ryan,1229,Dempster,Ryan,6006,Dempster,Ryan,BOS,SP,,,133225
520,Alex Gonzalez,bat,Gonzalez,Alex,1806,Gonzalez,Alex,6077,Gonzalez,Alex,DET,SS,,18477,136460
521,Jason Grilli,pit,Grilli,Jason,1900,Grilli,Jason,6466,Grilli,Jason,PIT,RP,GRILLI19761111A,25049,276351
535,Brad Penny,pit,Penny,Brad,3819,Penny,Brad,6276,Penny,Brad,,SP,PENNY19780524A,28145,207267
539,R.J. Swindle,pit,Swindle,R.J.,,,,,,,,,,,449881
548,Lance Berkman,bat,Berkman,Lance,383,Berkman,Lance,6279,Berkman,Lance,TEX,1B,,,204020
550,Geoff Blum,bat,Blum,Geoff,,,,,,,,,,,
555,Octavio Dotel,pit,Dotel,Octavio,1314,Dotel,Octavio,6111,Dotel,Octavio,DET,RP,,,136734
559,Hector Ambriz,pit,Ambriz,Hector,5904,Ambriz,Hector,8697,Ambriz,Hector,HOU,RP,AMBRIZ19840524A,1531174,459932
563,Brad Lidge,pit,Lidge,Brad,,,,,,,,,,,400058
564,Scott Linebrink,pit,Linebrink,Scott,,,,,,,,,,,276530
565,Julio Lugo,bat,Lugo,Julio,,,,,,,,,,,150061
570,C.J. Nitkowski,pit,Nitkowski,C.J.,,,,,,,,,,,119809
571,Roy Oswalt,pit,Oswalt,Roy,3684,Oswalt,Roy,6646,Oswalt,Roy,TEX,SP,,,400061
573,Tim Redding,pit,Redding,Tim,,,,,,,,,,,400062
582,Winston Abreu,pit,Abreu,Winston,,,,,,,,,,,275700
583,Jeremy Affeldt,pit,Affeldt,Jeremy,35,Affeldt,Jeremy,6883,Affeldt,Jeremy,SF,RP,AFFELDT19790606A,223741,346793
589,Carlos Beltran,bat,Beltran,Carlos,348,Beltran,Carlos,6132,Beltran,Carlos,STL,OF,BELTRAN19770424A,18817,136860
591,Angel Berroa,bat,Berroa,Angel,,,,,,,,,,,407556
596,Jeremy Horst,pit,Horst,Jeremy,6445,Horst,Jeremy,8947,Horst,Jeremy,PHI,RP,HORST19851001A,1740947,456662
607,Raul Ibanez,bat,Ibanez,Raul,2342,Ibanez,Raul,5665,Ibanez,Raul,SEA,OF,,,116380
612,Mike MacDougal,pit,MacDougal,Mike,,,,6666,MacDougal,Mike,,RP,,174709,213680
616,Cole Garner,bat,Garner,Cole,,,,,,,,,GARNER19841215A,,451198
617,Orber Moreno,pit,Moreno,Orber,,,,,,,,,,,150205
629,Brandon Barnes,bat,Barnes,Brandon,7049,Barnes,Brandon,9263,Barnes,Brandon,HOU,OF,BARNES19860515A,1740907,488681
633,Jeff Suppan,pit,Suppan,Jeff,,,,5454,Suppan,Jeff,,SP,,,122987
639,Adrian Beltre,bat,Beltre,Adrian,347,Beltre,Adrian,6039,Beltre,Adrian,TEX,3B,BELTRE19790407A,11491,134181
656,Cesar Izturis,bat,Izturis,Cesar,2365,Izturis,Cesar,6638,Izturis,Cesar,,SS/2B,,174699,285131
673,Joe Thurston,bat,Thurston,Joe,,,,,,,,,,,407871
679,Jose Cabrera,pit,Cabrera,Jose,,,,,,,,,,,111850
683,Nelson Figueroa,pit,Figueroa,Nelson,,,,,,,,,,,150153
697,J.P. Arencibia,bat,Arencibia,J.P.,6149,Arencibia,JP,8655,Arencibia,J.P.,TOR,C,ARENCIBIA19860105A,1522585,450317
710,Ben Sheets,pit,Sheets,Ben,4561,Sheets,Ben,6618,Sheets,Ben,ATL,SP,,,282656
711,Rhiner Cruz,pit,Cruz,Rhiner,7661,Cruz,Rhiner,9146,Cruz,Rhiner,HOU,RP,,1925711,462480
714,Luis Vizcaino,pit,Vizcaino,Luis,,,,,,,,,,,150430
715,Jamey Wright,pit,Wright,Jamey,5429,Wright,Jamey,5650,Wright,Jamey,TB,RP,,8206,124604
718,Grant Balfour,pit,Balfour,Grant,219,Balfour,Grant,6765,Balfour,Grant,OAK,RP,BALFOUR19771230A,223474,346797
719,Casey Blake,bat,Blake,Casey,,,,,,,,,,,232694
729,LaTroy Hawkins,pit,Hawkins,LaTroy,2073,Hawkins,LaTroy,5336,Hawkins,LaTroy,,RP,HAWKINS19721221A,7696,115629
731,Torii Hunter,bat,Hunter,Torii,2324,Hunter,Torii,5884,Hunter,Torii,DET,OF,HUNTER19750718A,10813,116338
739,Kyle Lohse,pit,Lohse,Kyle,2873,Lohse,Kyle,6751,Lohse,Kyle,STL,SP/RP,LOHSE19781004A,223481,346798
745,David Ortiz,bat,Ortiz,David,3667,Ortiz,David,5909,Ortiz,David,BOS,1B,ORTIZ19751118A,8236,120074
746,A.J. Pierzynski,bat,Pierzynski,A.J.,3908,Pierzynski,A.J.,6109,Pierzynski,A.J.,TEX,C,PIERZYNSK19761230A,18720,150229
752,Juan Rincon,pit,Rincon,Juan,,,,,,,,,,,346799
754,J.C. Romero,pit,Romero,J.C.,,,,6363,,,,RP,,,240694
755,Johan Santana,pit,Santana,Johan,4441,Santana,Johan,6441,Santana,Johan,NYM,SP,,174948,276371
757,Brad Thomas,pit,Thomas,Brad,,,,,,,,,,,346801
768,Endy Chavez,bat,Chavez,Endy,881,Chavez,Endy,6733,Chavez,Endy,,OF,,181761,346795
769,Bruce Chen,pit,Chen,Bruce,885,Chen,Bruce,6087,Chen,Bruce,KC,SP/RP,CHEN19770619A,18578,136600
771,Darwin Cubillan,pit,Cubillan,Darwin,,,,,,,,,,,319114
773,Scott Downs,pit,Downs,Scott,1323,Downs,Scott,6447,Downs,Scott,LAA,RP,DOWNS19760317A,174677,275933
776,Luis Figueroa,bat,Figueroa,Luis,,,,,,,,,,,292294
777,Dicky Gonzalez,pit,Gonzalez,Dicky,,,,,,,,,,,276508
785,Todd Frazier,bat,Frazier,Todd,6029,Frazier,Todd,8629,Frazier,Todd,CIN,1B/3B,FRAZIER19860212A,1630078,453943
787,Jose De La Torre,pit,De La Torre,Jose,7959,De La Torre,Jose,9393,De La Torre,Jose,,RP,DELATORRE19851017A,2042077,473265
790,Carl Pavano,pit,Pavano,Carl,3775,Pavano,Carl,5945,Pavano,Carl,MIN,SP,,,134321
791,Brandon Phillips,bat,Phillips,Brandon,3889,Phillips,Brandon,6857,Phillips,Brandon,CIN,2B,PHILLIPS19810628A,225418,408252
792,Duke Welker,pit,Welker,Duke,7645,Welker,Duke,9390,Welker,Duke,,RP,,1915131,444992
795,Brian Schneider,bat,Schneider,Brian,4483,Schneider,Brian,,,,,,,,150411
798,Fernando Tatis,bat,Tatis,Fernando,,,,,,,,,,,123107
801,Javier Vazquez,pit,Vazquez,Javier,,,,,,,,,,,134320
808,Erick Almonte,bat,Almonte,Erick,,,,,,,,,,,400095
813,Randy Choate,pit,Choate,Randy,897,Choate,Randy,6513,Choate,Randy,STL,RP,CHOATE19750905A,196266,329092
818,Jason Giambi,bat,Giambi,Jason,1747,Giambi,Jason,5386,Giambi,Jason,CLE,Util,,,114739
826,Derek Jeter,bat,Jeter,Derek,2416,Jeter,Derek,5406,Jeter,Derek,NYY,SS,,,116539
828,Nick Johnson,bat,Johnson,Nick,2463,Johnson,Nick,6401,Johnson,Nick,BAL,1B,,,276376
830,Randy Keisler,pit,Keisler,Randy,,,,,,,,,,,342892
833,Ted Lilly,pit,Lilly,Ted,2832,Lilly,Ted,6223,Lilly,Ted,LAD,SP,,,150404
836,Ramiro Mendoza,pit,Mendoza,Ramiro,,,,,,,,,,,118947
840,Andy Pettitte,pit,Pettitte,Andy,3880,Pettitte,Andy,5331,Pettitte,Andy,NYY,SP,,,120485
843,Juan Rivera,bat,Rivera,Juan,4189,Rivera,Juan,6805,Rivera,Juan,,OF,,225428,407487
844,Mariano Rivera,pit,Rivera,Mariano,4193,Rivera,Mariano,5400,Rivera,Mariano,NYY,RP,,,121250
847,Alfonso Soriano,bat,Soriano,Alfonso,4702,Soriano,Alfonso,6154,Soriano,Alfonso,CHC,OF,,,150093
859,Edgardo Alfonzo,bat,Alfonzo,Edgardo,,,,,,,,,,,110135
868,Sam Demel,pit,Demel,Sam,6126,Demel,Sam,8747,Demel,Sam,HOU,RP,,1727682,451585
877,John Hester,bat,Hester,John,5837,Hester,John,8568,Hester,John,LAA,C,HESTER19830914A,1603027,452105
885,Scott Maine,pit,Maine,Scott,6156,Maine,Scott,8794,Maine,Scott,MIA,RP,,1671053,453186
886,Kris Johnson,pit,Johnson,Kris,8017,Johnson,Kris,9495,Johnson,Kris,,SP,,1662779,453241
888,Scott Carroll,pit,Carroll,Scott,6444,Carroll,Scott,9685,Carroll,Scott,,RP,CARROLL19840924A,1797885,453222
891,Timo Perez,bat,Perez,Timo,,,,,,,,,,,340392
906,Eric Chavez,bat,Chavez,Eric,880,Chavez,Eric,6114,Chavez,Eric,ARI,3B,,,136767
914,Brennan Boesch,bat,Boesch,Brennan,5922,Boesch,Brennan,8713,Boesch,Brennan,NYY,OF,BOESCH19850412A,1208693,453269
917,Alan Johnson,pit,Johnson,Alan,,,,,,,,,,,
918,Ramon Hernandez,bat,Hernandez,Ramon,2159,Hernandez,Ramon,6258,Hernandez,Ramon,COL,C,,21581,150421
921,Tim Hudson,pit,Hudson,Tim,2298,Hudson,Tim,6245,Hudson,Tim,ATL,SP,HUDSON19750714A,132684,218596
934,Carlos Pena,bat,Pena,Carlos,3804,Pena,Carlos,6621,Pena,Carlos,HOU,1B,,127567,150289
936,Bryan Augenstein,pit,Augenstein,Bryan,,,,,,,,,,,446248
941,Miguel Tejada,bat,Tejada,Miguel,4902,Tejada,Miguel,5888,Tejada,Miguel,,2B/3B,,,123173
944,Barry Zito,pit,Zito,Barry,5494,Zito,Barry,6394,Zito,Barry,SF,SP,,174962,217096
945,Bobby Abreu,bat,Abreu,Bobby,13,Abreu,Bobby,5698,Abreu,Bobby,LAD,OF,,,110029
950,Marlon Byrd,bat,Byrd,Marlon,714,Byrd,Marlon,6863,Byrd,Marlon,,OF,BYRD19770830A,284578,407781
954,Brandon Duckworth,pit,Duckworth,Brandon,,,,,,,,,,,346855
957,Matt Downs,bat,Downs,Matt,,,,8511,,,,3B,,,453303
962,Brett Myers,pit,Myers,Brett,3485,Myers,Brett,6864,Myers,Brett,CLE,SP,,,408206
964,Vicente Padilla,pit,Padilla,Vicente,,,,,,,,,,,218894
965,Tomas Perez,bat,Perez,Tomas,,,,,,,,,,,120416
970,Scott Rolen,bat,Rolen,Scott,4275,Rolen,Scott,5668,Rolen,Scott,CIN,3B,,,121409
971,Jimmy Rollins,bat,Rollins,Jimmy,4278,Rollins,Jimmy,6419,Rollins,Jimmy,PHI,SS,ROLLINS19781127A,132668,276519
973,Carlos Silva,pit,Silva,Carlos,,,,,,,,,,,400067
976,Randy Wolf,pit,Wolf,Randy,5400,Wolf,Randy,6248,Wolf,Randy,,SP,WOLF19760822A,127132,150116
978,Bronson Arroyo,pit,Arroyo,Bronson,145,Arroyo,Bronson,6498,Arroyo,Bronson,CIN,SP,ARROYO19770224A,22106,276520
979,Joe Beimel,pit,Beimel,Joe,,,,6664,Beimel,Joe,,RP,BEIMEL19770419A,212251,346847
999,Aaron Thompson,pit,Thompson,Aaron,,,,9025,Thompson,Aaron,,RP,THOMPSON19870228A,1199460,457744
1002,Aramis Ramirez,bat,Ramirez,Aramis,4030,Ramirez,Aramis,6014,Ramirez,Aramis,MIL,3B,RAMIREZ19780625A,11073,133380
1011,Ryan Vogelsong,pit,Vogelsong,Ryan,5145,Vogelsong,Ryan,6571,Vogelsong,Ryan,SF,SP/RP,VOGELSONG19770722A,174758,285064
1012,Kip Wells,pit,Wells,Kip,,,,,,,,,,,150337
1017,Jack Wilson,bat,Wilson,Jack,,,,,,,,,,,333292
1021,Sean Burroughs,bat,Burroughs,Sean,,,,,,,,,,,284568
1038,D'Angelo Jimenez,bat,Jimenez,D'Angelo,,,,,,,,,,,150090
1042,Mark Kotsay,bat,Kotsay,Mark,2656,Kotsay,Mark,5846,Kotsay,Mark,SD,OF,,,117276
1050,Daniel Dorn,bat,Dorn,Daniel,,,,9940,Dorn,Danny,,OF/1B,DORN19840720A,1670116,457760
1051,Jake Peavy,pit,Peavy,Jake,3785,Peavy,Jake,6872,Peavy,Jake,CWS,SP/RP,PEAVY19810531A,288915,408241
1056,Brett Tomko,pit,Tomko,Brett,,,,,,,,,,,123387
1058,Ramon Vazquez,bat,Vazquez,Ramon,,,,,,,,,,,407496
1062,Ryan Tucker,pit,Tucker,Ryan,,,,,,,,,,,457761
1066,Willie Bloomquist,bat,Bloomquist,Willie,443,Bloomquist,Willie,6636,Bloomquist,Willie,ARI,SS/3B,BLOOMQUIS19771127A,174661,217100
1077,Freddy Garcia,pit,Garcia,Freddy,1693,Garcia,Freddy,6168,Garcia,Freddy,SD,SP,,21559,150119
1087,Julio Mateo,pit,Mateo,Julio,,,,,,,,,,,421024
1091,Jamie Moyer,pit,Moyer,Jamie,,,,,,,,,,,119469
1094,Joel Pineiro,pit,Pineiro,Joel,,,,,,,,,PINEIRO19780925A,,334492
1095,Scott Podsednik,bat,Podsednik,Scott,3929,Podsednik,Scott,6489,Podsednik,Scott,BOS,OF,,,325392
1100,Rafael Soriano,pit,Soriano,Rafael,4704,Soriano,Rafael,6662,Soriano,Rafael,WAS,RP,SORIANO19791219A,210750,400089
1101,Ichiro Suzuki,bat,Suzuki,Ichiro,4840,Suzuki,Ichiro,6615,Suzuki,Ichiro,NYY,OF,SUZUKI19731022A,211807,400085
1112,Pedro Feliz,bat,Feliz,Pedro,,,,,,,,,,,150268
1116,Livan Hernandez,pit,Hernandez,Livan,,,,,,,,,,,115817
1118,Marco Estrada,pit,Estrada,Marco,5567,Estrada,Marco,8329,Estrada,Marco,MIL,SP/RP,ESTRADA19830705A,1630042,462136
1122,Joe Nathan,pit,Nathan,Joe,3508,Nathan,Joe,6205,Nathan,Joe,TEX,RP,NATHAN19741122A,21655,150274
1126,Cody Ransom,bat,Ransom,Cody,4063,Ransom,Cody,6796,Ransom,Cody,,3B/SS,RANSOM19760217A,128920,285068
1135,Yorvit Torrealba,bat,Torrealba,Yorvit,4998,Torrealba,Yorvit,6795,Torrealba,Yorvit,,C,,21717,150275
1136,Carlos Rivero,bat,Rivero,Carlos,5909,Rivero,Carlos,9796,Rivero,Carlos,,3B,RIVERO19880520A,1665407,491640
1137,Jerome Williams,pit,Williams,Jerome,5331,Williams,Jerome,6873,Williams,Jerome,LAA,SP/RP,WILLIAMS19811204A,292135,425532
1141,Josh Butler,pit,Butler,Josh,,,,,,,,,,,453332
1142,Rick Ankiel,bat,Ankiel,Rick,121,Ankiel,Rick,6320,Ankiel,Rick,,OF,,,150449
1149,Robert Coello,pit,Coello,Robert,6167,Coello,Robert,8814,Coello,Robert,,RP,COELLO19841123A,1769243,445193
1157,Tommy Hunter,pit,Hunter,Tommy,2325,Hunter,Tommy,8312,Hunter,Tommy,BAL,RP,HUNTER19860703A,1595123,488984
1158,Jason Isringhausen,pit,Isringhausen,Jason,2362,Isringhausen,Jason,5449,Isringhausen,Jason,LAA,RP,,,116414
1159,Andrew Romine,bat,Romine,Andrew,6188,Romine,Andrew,8842,Romine,Andrew,LAA,1B/2B/3B/SS/OF,ROMINE19851224A,1599178,461865
1165,Chris Valaika,bat,Valaika,Chris,5901,Valaika,Chris,8793,Valaika,Chris,,3B/2B,VALAIKA19850814A,1600681,453362
1176,Placido Polanco,bat,Polanco,Placido,3930,Polanco,Placido,6049,Polanco,Placido,MIA,2B/3B,,,135784
1177,Albert Pujols,bat,Pujols,Albert,3982,Pujols,Albert,6619,Pujols,Albert,LAA,1B,PUJOLS19800116A,223571,405395
1191,Chris Johnson,bat,Johnson,Chris,5854,Johnson,Chris,8585,Johnson,Chris,ATL,1B/3B,JOHNSON19841001A,1599171,453400
1198,Jesus Colome,pit,Colome,Jesus,,,,,,,,,,,400125
1201,Carl Crawford,bat,Crawford,Carl,1069,Crawford,Carl,6870,Crawford,Carl,LAD,OF,CRAWFORD19810805A,182199,408307
1213,Aubrey Huff,bat,Huff,Aubrey,2299,Huff,Aubrey,6545,Huff,Aubrey,SF,1B,,,333492
1229,Jason Standridge,pit,Standridge,Jason,,,,,,,,,,,285075
1236,Esteban Yan,pit,Yan,Esteban,,,,,,,,,,,124643
1237,Victor Zambrano,pit,Zambrano,Victor,,,,,,,,,,,406913
1240,Hector Carrasco,pit,Carrasco,Hector,,,,,,,,,,,112031
1243,Francisco Cordero,pit,Cordero,Francisco,,,,,,,,,,,150188
1244,Doug Davis,pit,Davis,Doug,,,,,,,,,,,150277
1245,R.A. Dickey,pit,Dickey,R.A.,1279,Dickey,R.A.,6708,Dickey,R.A.,TOR,SP,DICKEY19741029A,174972,285079
1246,Matt Bush,pit,,,,,,8692,,,,RP,,,456713
1247,Adam Ottavino,pit,Ottavino,Adam,5659,Ottavino,Adam,8736,Ottavino,Adam,COL,RP,OTTAVINO19851122A,1537191,493603
1259,Colby Lewis,pit,Lewis,Colby,2811,Lewis,Colby,6893,Lewis,Colby,TEX,SP,LEWIS19790802A,284621,407890
1260,Ryan Ludwick,bat,Ludwick,Ryan,2929,Ludwick,Ryan,6862,Ludwick,Ryan,CIN,OF,,223483,407886
1274,Alex Rodriguez,bat,Rodriguez,Alex,4234,Rodriguez,Alex,5275,Rodriguez,Alex,NYY,Util,RODRIGUEZ19750727A,8023,121347
1275,Ivan Rodriguez,bat,Rodriguez,Ivan,,,,,,,,,,,121358
1281,Mark Teixeira,bat,Teixeira,Mark,4901,Teixeira,Mark,6788,Teixeira,Mark,NYY,1B,TEIXEIRA19810411A,284645,407893
